"Data Dictionary",""
"",""
"--- Time and Location Data ---",""
"timestamp_iso","The exact date and time the record was created on the device (in ISO 8601 format)."
"gps_time_utc","The precise Coordinated Universal Time (UTC) provided by the GPS satellites, used for global time synchronization."
"latitude","The north/south geographic coordinate of the device."
"longitude","The east/west geographic coordinate of the device."
"speed_kmh","The current speed of the vehicle in kilometers per hour."
"heading_deg","The compass direction (0-360 degrees) the vehicle is traveling."
"altitude_m","The elevation of the device above sea level, measured in meters."
"",""
"--- GPS Quality Metrics ---",""
"satellites","The number of GPS satellites the device is currently locked onto. A higher number generally means better location accuracy."
"hdop","Horizontal Dilution of Precision. This is a measure of GPS accuracy. A lower value (typically 1 or 2) indicates high precision, while a higher value indicates lower accuracy."
"",""
"--- Distance Data ---",""
"distance_m","The distance (in meters) of the segment or between points."
"cumulative_distance_m","The cumulative distance (in meters) traveled since the start of the recording session."
"",""
"--- Sensor (IMU) Data ---","These represent the readings from the device's Inertial Measurement Unit (IMU), which detects vibrations caused by road roughness."
"rms_accel_z","RMS vertical acceleration for segments."
"max_accel_z","Max vertical acceleration for segments."
"avg_accel_z","Average vertical acceleration for segments."
"sample_count","Number of samples for segments."
"",""
"--- Road Roughness (IRI) Analytics ---",""
"iri_value","The calculated International Roughness Index. If 0, the vehicle is stationary or the processing engine has not yet begun reporting roughness."
"iri_class","A categorical label (e.g., ""D"") representing the road surface condition based on the IRI value."
"quality_score","A numerical score reflecting the reliability of the IRI calculation."
"quality_grade","A letter grade (e.g., ""F"") summarizing the confidence in the measurement."
"sensor_rate_hz","The sampling frequency of your sensors, measured in Hertz (Hz). e.g., 100 means the device is capturing 100 sensor readings every second."
"",""
"--------------------------------------------------------------------------------------------------------------------------------",""
segment_index,timestamp_iso,gps_time_utc,start_lat,start_lng,end_lat,end_lng,avg_speed_kmh,heading_deg,altitude_m,satellites,hdop,distance_m,cumulative_distance_m,rms_accel_z,max_accel_z,avg_accel_z,sample_count,pitch_deg,roll_deg,lateral_index,context_flag,iri_value,raw_iri,iri_class,iri_standard,quality_score,quality_grade,sensor_rate_hz
85,2026-07-29T17:50:29.280+05:30,2026-07-29T12:20:29.280Z,30.65653,76.687619,30.656444,76.687688,13.084,147,267,32,0.49,11.55,1119.16,9.624119,11.343435,9.605914,302,0,0,0,NORMAL,1.5748,1.6325,A,WORLD_BANK,68.59,A,100
86,2026-07-29T17:50:32.264+05:30,2026-07-29T12:20:32.264Z,30.656444,76.687688,30.656353,76.687759,15.266,146,267,31,0.5,12.26,1131.42,9.619447,11.075461,9.602301,302,0,0,0,NORMAL,1.6755,1.6451,A,WORLD_BANK,74.15,A,99.9
87,2026-07-29T17:50:34.282+05:30,2026-07-29T12:20:34.282Z,30.656353,76.687759,30.656277,76.68782,18.171,146,267,31,0.5,10.21,1141.63,9.597356,11.132884,9.582368,202,0,0,0,NORMAL,1.5651,1.6451,A,WORLD_BANK,74.15,A,100
88,2026-07-29T17:50:36.261+05:30,2026-07-29T12:20:36.261Z,30.656277,76.68782,30.656199,76.687881,18.931,146,267,31,0.5,10.49,1152.13,9.564387,11.132884,9.545602,202,0,0,0,NORMAL,1.7444,1.6913,A,WORLD_BANK,82.13,A,100
89,2026-07-29T17:50:38.269+05:30,2026-07-29T12:20:38.269Z,30.656199,76.687881,30.656124,76.687961,18.925,141,267,32,0.47,11.35,1163.48,9.330125,10.903192,9.313918,201,0,0,0,NORMAL,1.8392,1.6913,A,WORLD_BANK,82.13,A,99.9
90,2026-07-29T17:50:40.264+05:30,2026-07-29T12:20:40.264Z,30.656124,76.687961,30.656054,76.688042,18.053,137,267,31,0.5,10.92,1174.4,9.517424,11.745396,9.490074,202,0,0,0,NORMAL,1.7136,1.6913,A,WORLD_BANK,82.13,A,100
91,2026-07-29T17:50:43.266+05:30,2026-07-29T12:20:43.266Z,30.656054,76.688042,30.65598,76.688112,12.189,141,267,32,0.49,10.67,1185.07,9.445472,10.730923,9.435356,302,0,0,0,NORMAL,1.7418,1.7913,A,WORLD_BANK,80.36,A,99.4
92,2026-07-29T17:50:54.269+05:30,2026-07-29T12:20:54.269Z,30.65598,76.688112,30.655892,76.688174,8.488,148,266.6,32,0.49,11.65,1196.72,9.471699,10.692641,9.465981,1006,0,0,0,NORMAL,1.2834,1.6346,A,WORLD_BANK,60,A,99.9
93,2026-07-29T17:50:56.276+05:30,2026-07-29T12:20:56.276Z,30.655892,76.688174,30.65581,76.688233,18.659,146,266.6,32,0.49,10.79,1207.51,9.314055,11.132884,9.29459,202,0,0,0,NORMAL,1.3768,1.6403,A,WORLD_BANK,80.96,A,100
94,2026-07-29T17:50:58.270+05:30,2026-07-29T12:20:58.270Z,30.65581,76.688233,30.655715,76.688301,19.995,144,266.6,31,0.5,12.39,1219.9,9.54785,10.788346,9.534753,201,0,0,0,NORMAL,1.6015,1.6403,A,WORLD_BANK,80.96,A,100
95,2026-07-29T17:51:00.267+05:30,2026-07-29T12:21:00.267Z,30.655715,76.688301,30.655625,76.688375,20.671,143,266.6,31,0.5,12.3,1232.2,9.788371,11.496563,9.771788,202,0,0,0,NORMAL,1.1076,1.6403,A,WORLD_BANK,80.96,A,99.9
96,2026-07-29T17:51:02.269+05:30,2026-07-29T12:21:02.269Z,30.655625,76.688375,30.655534,76.688456,21.108,142,266.6,31,0.5,12.67,1244.87,9.611103,11.343435,9.593129,201,0,0,0,NORMAL,1.5261,1.5673,A,WORLD_BANK,100,A,100
97,2026-07-29T17:51:04.263+05:30,2026-07-29T12:21:04.263Z,30.655534,76.688456,30.655445,76.688536,21.266,142,266.6,32,0.49,12.56,1257.43,9.376534,10.788346,9.360446,202,0,0,0,NORMAL,1.474,1.5673,A,WORLD_BANK,100,A,100
98,2026-07-29T17:51:06.265+05:30,2026-07-29T12:21:06.265Z,30.655445,76.688536,30.655357,76.688613,21.144,142,266.6,32,0.49,12.23,1269.66,9.428213,11.113743,9.406783,202,0,0,0,NORMAL,2.4251,1.64,B,WORLD_BANK,100,B,99.9
99,2026-07-29T17:51:08.273+05:30,2026-07-29T12:21:08.273Z,30.655357,76.688613,30.655272,76.688687,20.952,143,266.6,32,0.49,11.8,1281.45,9.432523,11.477422,9.41286,201,0,0,0,NORMAL,2.3478,1.64,B,WORLD_BANK,100,B,100
100,2026-07-29T17:51:10.265+05:30,2026-07-29T12:21:10.265Z,30.655272,76.688687,30.65519,76.688757,20.928,143,266.6,32,0.49,11.35,1292.81,9.481527,10.903192,9.469807,201,0,0,0,NORMAL,1.4596,1.64,A,WORLD_BANK,100,A,99.4
101,2026-07-29T17:51:12.270+05:30,2026-07-29T12:21:12.270Z,30.65519,76.688757,30.655106,76.688828,20.558,143,266.6,32,0.49,11.53,1304.34,9.521884,10.941474,9.506468,202,0,0,0,NORMAL,1.1347,1.5746,A,WORLD_BANK,100,A,100.4
102,2026-07-29T17:51:14.277+05:30,2026-07-29T12:21:14.277Z,30.655106,76.688828,30.655029,76.688894,17.893,143,266.6,32,0.49,10.62,1314.96,9.585613,10.596936,9.578273,201,0,0,0,NORMAL,1.0425,1.5746,A,WORLD_BANK,100,A,99.5
103,2026-07-29T17:51:23.093+05:30,2026-07-29T12:21:23.093Z,30.655029,76.688894,30.654969,76.688925,7.787,145,265.8,30,0.51,11.14,1326.1,9.533254,11.649691,9.522444,907,0,0,0,NORMAL,1.0244,1.4456,A,WORLD_BANK,57.54,A,99.9
104,2026-07-29T17:51:27.096+05:30,2026-07-29T12:21:27.096Z,30.654969,76.688925,30.654871,76.68901,11.013,148,265.8,32,0.49,13.51,1339.61,9.450831,10.922333,9.440354,403,0,0,0,NORMAL,1.0359,1.4229,A,WORLD_BANK,69.11,A,100
105,2026-07-29T17:51:30.102+05:30,2026-07-29T12:21:30.102Z,30.654871,76.68901,30.654778,76.689087,14.062,146,265.8,32,0.49,12.74,1352.35,9.35526,11.419999,9.333567,302,0,0,0,NORMAL,1.3261,1.4229,A,WORLD_BANK,69.11,A,99.9
106,2026-07-29T17:51:32.108+05:30,2026-07-29T12:21:32.108Z,30.654778,76.689087,30.654692,76.68916,20.081,144,265.8,32,0.49,11.93,1364.28,9.576946,11.286012,9.546455,202,0,0,0,NORMAL,1.605,1.4796,A,WORLD_BANK,76.14,A,100
107,2026-07-29T17:51:34.101+05:30,2026-07-29T12:21:34.101Z,30.654692,76.68916,30.654573,76.689253,22.883,145,265.8,31,0.49,15.93,1380.21,9.318165,10.616077,9.301791,202,0,0,0,NORMAL,1.7375,1.4796,A,WORLD_BANK,76.14,A,99.9
108,2026-07-29T17:51:36.092+05:30,2026-07-29T12:21:36.092Z,30.654573,76.689253,30.654448,76.689345,23.705,147,265.8,32,0.49,16.42,1396.63,9.496426,10.922333,9.479367,202,0,0,0,NORMAL,1.7342,1.4265,A,WORLD_BANK,100,A,99.9
109,2026-07-29T17:51:38.095+05:30,2026-07-29T12:21:38.095Z,30.654448,76.689345,30.654331,76.68944,23.279,145,265.8,32,0.49,15.87,1412.49,9.461674,10.826628,9.444875,202,0,0,0,NORMAL,1.9852,1.4265,A,WORLD_BANK,100,A,100
110,2026-07-29T17:51:40.096+05:30,2026-07-29T12:21:40.096Z,30.654331,76.68944,30.654239,76.68954,21.511,138,265.8,32,0.49,14.02,1426.52,9.686512,10.730923,9.679596,201,0,0,0,NORMAL,1.7376,1.4265,A,WORLD_BANK,100,A,99.9
111,2026-07-29T17:51:42.006+05:30,2026-07-29T12:21:42.006Z,30.654239,76.68954,30.654165,76.689626,18.518,136,265.8,32,0.48,11.62,1438.14,9.534253,10.711782,9.522766,202,0,0,0,NORMAL,1.0888,1.5407,A,WORLD_BANK,100,A,99.9
112,2026-07-29T17:51:45.610+05:30,2026-07-29T12:21:45.610Z,30.654165,76.689626,30.654087,76.689692,10.297,146,265.8,32,0.48,10.82,1448.96,9.547969,10.979756,9.539554,302,0,0,0,NORMAL,1.0174,1.5407,A,WORLD_BANK,100,A,100
113,2026-07-29T17:51:58.275+05:30,2026-07-29T12:21:58.275Z,30.654087,76.689692,30.654005,76.689751,7.154,148,265.8,32,0.49,10.88,1459.84,9.523846,12.39619,9.51528,1310,0,0,0,NORMAL,1.1813,1.5393,A,WORLD_BANK,60,A,99.9
114,2026-07-29T17:52:00.275+05:30,2026-07-29T12:22:00.275Z,30.654005,76.689751,30.653925,76.689808,16.551,145,265.8,32,0.49,10.34,1470.18,9.69048,11.324294,9.673502,201,0,0,0,NORMAL,1.4677,1.5393,A,WORLD_BANK,60,A,99.9
115,2026-07-29T17:52:02.263+05:30,2026-07-29T12:22:02.263Z,30.653925,76.689808,30.653852,76.68987,17.106,144,265.8,32,0.49,10.09,1480.27,9.459185,10.443808,9.445823,202,0,0,0,NORMAL,1.4499,1.5367,A,WORLD_BANK,79.24,A,100
116,2026-07-29T17:52:05.273+05:30,2026-07-29T12:22:05.273Z,30.653852,76.68987,30.653761,76.689943,13.768,143,265.8,32,0.49,12.3,1492.57,9.538652,11.324294,9.520286,302,0,0,0,NORMAL,1.0294,1.5367,A,WORLD_BANK,79.24,A,100
117,2026-07-29T17:52:28.279+05:30,2026-07-29T12:22:28.279Z,30.653761,76.689943,30.654118,76.68955,8.409,0,265.6,22,3.03,57.09,1549.66,9.508006,11.24773,9.499973,2316,0,0,0,NORMAL,1.4893,1.4406,A,WORLD_BANK,60,A,99.9
118,2026-07-29T17:52:30.292+05:30,2026-07-29T12:22:30.292Z,30.654118,76.68955,30.654012,76.689656,16.667,145,265.6,28,0.52,15.56,1565.22,9.482385,10.424667,9.470934,202,0,0,0,NORMAL,1.4857,1.4406,A,WORLD_BANK,60,A,100
119,2026-07-29T17:52:32.294+05:30,2026-07-29T12:22:32.294Z,30.654012,76.689656,30.653906,76.689754,16.877,145,265.6,30,0.49,15.08,1580.3,9.611926,10.998897,9.598193,202,0,0,0,NORMAL,1.7306,1.3323,A,WORLD_BANK,79.05,A,99.9
120,2026-07-29T17:52:34.305+05:30,2026-07-29T12:22:34.305Z,30.653906,76.689754,30.6538,76.689843,16.905,145,265.6,31,0.48,14.56,1594.87,9.36664,10.979756,9.349628,201,0,0,0,NORMAL,1.7347,1.3323,A,WORLD_BANK,79.05,A,100
121,2026-07-29T17:52:36.311+05:30,2026-07-29T12:22:36.311Z,30.6538,76.689843,30.653696,76.689933,17.05,145,265.6,31,0.48,14.39,1609.25,9.499756,10.960615,9.482873,202,0,0,0,NORMAL,1.5656,1.4545,A,WORLD_BANK,79.58,A,100
122,2026-07-29T17:52:38.301+05:30,2026-07-29T12:22:38.301Z,30.653696,76.689933,30.653585,76.690034,17.449,144,265.6,31,0.48,15.65,1624.91,9.423707,10.730923,9.409908,201,0,0,0,NORMAL,1.6809,1.4545,A,WORLD_BANK,79.58,A,99.9
123,2026-07-29T17:52:40.314+05:30,2026-07-29T12:22:40.314Z,30.653585,76.690034,30.653469,76.690138,17.422,142,265.6,30,0.49,16.29,1641.2,9.391399,10.462949,9.380345,202,0,0,0,NORMAL,1.5323,1.4545,A,WORLD_BANK,79.58,A,99.9
124,2026-07-29T17:52:42.310+05:30,2026-07-29T12:22:42.310Z,30.653469,76.690138,30.65335,76.690243,17.619,142,265.6,31,0.48,16.57,1657.78,9.695017,11.515704,9.680821,202,0,0,0,NORMAL,1.1421,1.456,A,WORLD_BANK,80.02,A,100
125,2026-07-29T17:52:44.297+05:30,2026-07-29T12:22:44.297Z,30.65335,76.690243,30.653235,76.690348,17.313,141,265.6,31,0.48,16.37,1674.14,9.587536,12.070793,9.543032,100,0,0,0,NORMAL,1.6545,1.456,A,WORLD_BANK,80.02,A,100
126,2026-07-29T17:52:46.302+05:30,2026-07-29T12:22:46.302Z,30.653235,76.690348,30.653127,76.690443,16.433,143,265.6,31,0.48,15.02,1689.16,9.578064,10.788346,9.565608,201,0,0,0,NORMAL,2.4239,1.7019,B,WORLD_BANK,79,B,99.4
127,2026-07-29T17:52:48.304+05:30,2026-07-29T12:22:48.304Z,30.653127,76.690443,30.653021,76.690529,15.531,144,265.6,31,0.48,14.35,1703.51,9.562089,10.577795,9.551004,202,0,0,0,NORMAL,2.1374,1.7019,B,WORLD_BANK,79,B,100
128,2026-07-29T17:52:50.268+05:30,2026-07-29T12:22:50.268Z,30.653021,76.690529,30.652921,76.690619,15.588,143,266.1,31,0.48,14.08,1717.59,9.383812,10.539513,9.369722,201,0,0,0,NORMAL,1.3884,1.7019,A,WORLD_BANK,79,A,99.9
129,2026-07-29T17:52:52.263+05:30,2026-07-29T12:22:52.263Z,30.652921,76.690619,30.652824,76.690713,15.605,143,266.1,30,0.49,14.05,1731.64,9.429442,10.711782,9.414098,201,0,0,0,NORMAL,1.3174,1.665,A,WORLD_BANK,77.47,A,99.5
130,2026-07-29T17:52:54.273+05:30,2026-07-29T12:22:54.273Z,30.652824,76.690713,30.652733,76.6908,14.489,143,266.1,31,0.47,13.09,1744.73,9.724942,10.979756,9.716354,200,0,0,0,NORMAL,1.2117,1.665,A,WORLD_BANK,77.47,A,100
131,2026-07-29T17:52:56.272+05:30,2026-07-29T12:22:56.272Z,30.652733,76.6908,30.652652,76.690873,10.268,143,266.1,31,0.47,11.42,1756.15,9.670165,11.573127,9.647846,202,0,0,0,NORMAL,1.4887,1.6117,A,WORLD_BANK,71.87,A,100
132,2026-07-29T17:53:06.289+05:30,2026-07-29T12:23:06.289Z,30.652652,76.690873,30.652558,76.690961,5.483,147,298.7,32,0.47,10.8,1766.95,9.469484,11.132884,9.459414,1008,0,0,0,NORMAL,1.3794,1.5617,A,WORLD_BANK,63.47,A,100
133,2026-07-29T17:53:09.275+05:30,2026-07-29T12:23:09.275Z,30.652558,76.690961,30.652455,76.691062,15.519,141,298.7,32,0.47,14.94,1781.88,9.312024,10.845769,9.295855,302,0,0,0,NORMAL,1.321,1.5617,A,WORLD_BANK,63.47,A,99
134,2026-07-29T17:53:12.278+05:30,2026-07-29T12:23:12.278Z,30.652455,76.691062,30.65238,76.691139,12.01,141,257.63,30,0.5,11.16,1793.05,9.411945,11.573127,9.394032,302,0,0,0,NORMAL,2.1621,1.6704,B,WORLD_BANK,74.74,B,100
135,2026-07-29T17:53:20.269+05:30,2026-07-29T12:23:20.269Z,30.65238,76.691139,30.652308,76.691194,6.504,149,298.7,32,0.47,12.78,1805.83,9.444474,10.692641,9.435984,806,0,0,0,NORMAL,2.0371,1.782,B,WORLD_BANK,60,B,100
136,2026-07-29T17:53:22.275+05:30,2026-07-29T12:23:22.275Z,30.652308,76.691194,30.652218,76.691268,19.698,146,266.8,32,0.47,12.26,1818.09,9.486823,10.807487,9.47314,201,0,0,0,NORMAL,1.4405,1.7094,A,WORLD_BANK,76.47,A,100
137,2026-07-29T17:53:24.272+05:30,2026-07-29T12:23:24.272Z,30.652218,76.691268,30.652117,76.691351,21.906,145,266.8,31,0.47,13.74,1831.83,9.396125,11.43914,9.369827,202,0,0,0,NORMAL,1.0054,1.7094,A,WORLD_BANK,76.47,A,100
138,2026-07-29T17:53:26.277+05:30,2026-07-29T12:23:26.277Z,30.652117,76.691351,30.65202,76.691427,20.573,143,266.8,31,0.47,12.95,1844.78,9.539457,11.037179,9.526935,202,0,0,0,NORMAL,1.0827,1.4727,A,WORLD_BANK,100,A,99.9
139,2026-07-29T17:53:29.269+05:30,2026-07-29T12:23:29.269Z,30.65202,76.691427,30.651932,76.691512,14.136,142,266.8,30,0.48,12.81,1857.59,9.718965,12.568459,9.690971,302,0,0,0,NORMAL,2.5233,1.4727,B,WORLD_BANK,100,B,100
140,2026-07-29T17:53:38.277+05:30,2026-07-29T12:23:38.277Z,30.651932,76.691512,30.651863,76.691549,7.467,143,298.4,32,0.47,10.79,1868.38,9.472515,11.037179,9.466034,907,0,0,0,NORMAL,2.5797,1.6748,B,WORLD_BANK,60,B,100
141,2026-07-29T17:53:40.272+05:30,2026-07-29T12:23:40.272Z,30.651863,76.691549,30.651772,76.69162,20.353,144,298.4,32,0.47,12.16,1880.54,9.411012,10.730923,9.393801,202,0,0,0,NORMAL,1.4814,1.6748,A,WORLD_BANK,60,A,99.9
142,2026-07-29T17:53:42.265+05:30,2026-07-29T12:23:42.265Z,30.651772,76.69162,30.651672,76.6917,22.493,145,298.4,31,0.47,13.51,1894.06,9.721244,12.185639,9.675704,202,0,0,0,NORMAL,2.0647,1.8176,B,WORLD_BANK,100,B,100
143,2026-07-29T17:53:44.269+05:30,2026-07-29T12:23:44.269Z,30.651672,76.6917,30.651577,76.691784,22.555,144,298.4,31,0.47,13.28,1907.34,9.599637,11.381717,9.577391,200,0,0,0,NORMAL,2.3244,1.8176,B,WORLD_BANK,100,B,99.5
144,2026-07-29T17:53:46.274+05:30,2026-07-29T12:23:46.274Z,30.651577,76.691784,30.6515,76.691855,19.04,143,298.4,31,0.47,10.86,1918.2,9.332211,10.48209,9.321027,202,0,0,0,NORMAL,1.6465,1.7878,A,WORLD_BANK,100,A,100
145,2026-07-29T17:54:15.098+05:30,2026-07-29T12:24:15.098Z,30.6515,76.691855,30.651484,76.691938,6.508,0,273.2,32,0.48,12.52,1930.72,9.53697,12.5876,9.534323,2823,0,0,0,NORMAL,2.5002,2.0009,B,WORLD_BANK,60,B,99.9
146,2026-07-29T17:54:18.157+05:30,2026-07-29T12:24:18.157Z,30.651484,76.691938,30.65147,76.691949,0.589,0,275.9,23,0.77,10.4,1941.12,9.511485,9.563322,9.51147,402,0,0,0,NORMAL,2.5002,2.0009,B,WORLD_BANK,60,B,99.9
147,2026-07-29T17:59:22.281+05:30,2026-07-29T12:29:22.281Z,30.65147,76.691949,30.651422,76.691932,5.546,145,266.2,32,0.49,11.74,1952.87,9.512682,11.132884,9.512045,30322,0,0,0,NORMAL,2.4452,1.9835,B,WORLD_BANK,67.68,B,100
148,2026-07-29T17:59:25.287+05:30,2026-07-29T12:29:25.287Z,30.651422,76.691932,30.651341,76.691993,12.301,145,266.2,31,0.5,10.8,1963.66,9.544084,11.037179,9.524533,302,0,0,0,NORMAL,2.3614,1.9835,B,WORLD_BANK,67.68,B,100
149,2026-07-29T17:59:28.280+05:30,2026-07-29T12:29:28.280Z,30.651341,76.691993,30.651247,76.692066,13.996,145,266.2,32,0.49,12.53,1976.19,9.539635,11.611409,9.519923,303,0,0,0,NORMAL,1.842,2.135,A,WORLD_BANK,73.47,A,100
150,2026-07-29T17:59:31.281+05:30,2026-07-29T12:29:31.281Z,30.651247,76.692066,30.651146,76.692152,15.591,144,266.2,32,0.49,13.96,1990.15,9.370215,10.730923,9.349285,302,0,0,0,NORMAL,1.0679,2.135,A,WORLD_BANK,73.47,A,99.9
151,2026-07-29T17:59:34.278+05:30,2026-07-29T12:29:34.278Z,30.651146,76.692152,30.651042,76.692243,16.69,143,266.2,32,0.49,14.44,2004.6,9.462165,10.845769,9.438937,303,0,0,0,NORMAL,1.6092,1.8695,A,WORLD_BANK,77.5,A,99.9
152,2026-07-29T17:59:37.281+05:30,2026-07-29T12:29:37.281Z,30.651042,76.692243,30.650935,76.692336,17.507,143,266.2,31,0.5,14.84,2019.44,9.563863,11.573127,9.545449,302,0,0,0,NORMAL,1.9417,1.9398,A,WORLD_BANK,80.14,A,99.8
153,2026-07-29T17:59:40.263+05:30,2026-07-29T12:29:40.263Z,30.650935,76.692336,30.65083,76.692428,18.225,144,266.2,32,0.49,14.61,2034.05,9.405791,10.692641,9.389595,302,0,0,0,NORMAL,1.6199,1.9398,A,WORLD_BANK,80.14,A,99.9
154,2026-07-29T17:59:42.265+05:30,2026-07-29T12:29:42.265Z,30.65083,76.692428,30.650757,76.692491,18.419,144,266.2,32,0.49,10.16,2044.21,9.64217,11.43914,9.626525,202,0,0,0,NORMAL,1.6866,1.794,A,WORLD_BANK,81.74,A,99.9
155,2026-07-29T17:59:44.267+05:30,2026-07-29T12:29:44.267Z,30.650757,76.692491,30.650679,76.692554,18.444,144,266.2,31,0.5,10.53,2054.75,9.317062,10.730923,9.300181,202,0,0,0,NORMAL,2.2299,1.794,B,WORLD_BANK,81.74,B,99.9
156,2026-07-29T17:59:46.279+05:30,2026-07-29T12:29:46.279Z,30.650679,76.692554,30.650599,76.692617,18.505,145,266.2,32,0.49,10.73,2065.48,9.594241,11.094602,9.57713,201,0,0,0,NORMAL,2.2755,1.794,B,WORLD_BANK,81.74,B,100
157,2026-07-29T17:59:48.281+05:30,2026-07-29T12:29:48.281Z,30.650599,76.692617,30.650521,76.692682,18.503,145,266.2,32,0.48,10.7,2076.18,9.619614,11.496563,9.603689,202,0,0,0,NORMAL,1.5603,1.693,A,WORLD_BANK,81.74,A,99.9
158,2026-07-29T17:59:50.264+05:30,2026-07-29T12:29:50.264Z,30.650521,76.692682,30.650444,76.692745,18.375,145,266.2,32,0.48,10.49,2086.67,9.595806,10.577795,9.58313,201,0,0,0,NORMAL,1.1852,1.693,A,WORLD_BANK,81.74,A,100
159,2026-07-29T17:59:52.275+05:30,2026-07-29T12:29:52.275Z,30.650444,76.692745,30.650361,76.692807,18.656,145,266.2,32,0.48,10.98,2097.65,9.280779,10.692641,9.268437,202,0,0,0,NORMAL,1.2831,1.6675,A,WORLD_BANK,81.93,A,99.9
160,2026-07-29T17:59:54.276+05:30,2026-07-29T12:29:54.276Z,30.650361,76.692807,30.650288,76.692868,18.184,145,266.2,32,0.48,10.03,2107.68,9.592554,11.190307,9.569955,202,0,0,0,NORMAL,1.3164,1.6675,A,WORLD_BANK,81.93,A,100
161,2026-07-29T17:59:57.266+05:30,2026-07-29T12:29:57.266Z,30.650288,76.692868,30.65021,76.692936,12.058,143,266.2,31,0.5,10.78,2118.46,9.590729,11.266871,9.580879,302,0,0,0,NORMAL,1.3753,1.588,A,WORLD_BANK,70.87,A,99.9
162,2026-07-29T18:00:02.271+05:30,2026-07-29T12:30:02.271Z,30.65021,76.692936,30.650146,76.69301,8.641,132,266.2,32,0.49,10.17,2128.63,9.537205,10.769205,9.525192,503,0,0,0,NORMAL,1.3354,1.527,A,WORLD_BANK,65.47,A,99.9
163,2026-07-29T18:00:07.264+05:30,2026-07-29T12:30:07.264Z,30.650146,76.69301,30.650077,76.693081,8.186,142,266.2,32,0.48,10.42,2139.05,9.484822,10.558654,9.476788,503,0,0,0,NORMAL,1.4298,1.4956,A,WORLD_BANK,68.99,A,100
164,2026-07-29T18:01:12.271+05:30,2026-07-29T12:31:12.271Z,30.650077,76.693081,30.650027,76.693073,3.818,58,266.5,31,0.49,10.22,2149.27,9.516332,10.750064,9.513803,6444,0,0,0,NORMAL,1.2015,1.4549,A,WORLD_BANK,60,A,100
165,2026-07-29T18:01:22.274+05:30,2026-07-29T12:31:22.274Z,30.650027,76.693073,30.650083,76.69298,4.86,322,266.5,32,0.47,11.04,2160.31,9.471102,11.286012,9.459896,1009,0,0,0,NORMAL,1.2086,1.2978,A,WORLD_BANK,61.63,A,100
166,2026-07-29T18:01:29.269+05:30,2026-07-29T12:31:29.269Z,30.650083,76.69298,30.650163,76.692891,6.872,314,266.5,32,0.49,12.37,2172.68,9.462023,11.534845,9.442712,704,0,0,0,NORMAL,1.2849,1.2928,A,WORLD_BANK,60.96,A,100
167,2026-07-29T18:01:32.286+05:30,2026-07-29T12:31:32.286Z,30.650163,76.692891,30.650247,76.69278,18.445,314,266.5,32,0.48,14.19,2186.88,9.38272,11.266871,9.361489,303,0,0,0,NORMAL,1.5721,1.3646,A,WORLD_BANK,81.63,A,100
168,2026-07-29T18:01:34.266+05:30,2026-07-29T12:31:34.266Z,30.650247,76.69278,30.650347,76.692673,24.796,316,266.5,30,0.49,15.11,2201.99,9.509842,10.711782,9.495191,202,0,0,0,NORMAL,1.412,1.3646,A,WORLD_BANK,81.63,A,100
169,2026-07-29T18:01:36.265+05:30,2026-07-29T12:31:36.265Z,30.650347,76.692673,30.650466,76.692559,29.921,320,266.5,30,0.49,17.17,2219.16,9.603558,11.649691,9.590081,201,0,0,0,NORMAL,1.5433,1.3646,A,WORLD_BANK,81.63,A,99.9
170,2026-07-29T18:01:37.257+05:30,2026-07-29T12:31:37.257Z,30.650466,76.692559,30.650539,76.692493,36.895,321,266.5,30,0.49,10.28,2229.43,9.441753,11.477422,9.416069,101,0,0,0,NORMAL,1.0864,1.3582,A,WORLD_BANK,100,A,99.9
171,2026-07-29T18:01:38.256+05:30,2026-07-29T12:31:38.256Z,30.650539,76.692493,30.650625,76.692419,43.013,323,266.5,31,0.49,11.87,2241.31,9.401632,10.654359,9.39219,101,0,0,0,NORMAL,1.0768,1.3582,A,WORLD_BANK,100,A,99.9
172,2026-07-29T18:01:39.261+05:30,2026-07-29T12:31:39.261Z,30.650625,76.692419,30.650723,76.692337,44.382,324,266.5,31,0.49,13.39,2254.7,9.339057,11.43914,9.305582,101,0,0,0,NORMAL,1.0137,1.3582,A,WORLD_BANK,100,A,99.9
173,2026-07-29T18:01:40.265+05:30,2026-07-29T12:31:40.265Z,30.650723,76.692337,30.650823,76.692252,44.972,324,266.5,32,0.48,13.82,2268.51,9.641073,10.424667,9.630789,101,0,0,0,NORMAL,1.5266,1.3582,A,WORLD_BANK,100,A,100
174,2026-07-29T18:01:41.262+05:30,2026-07-29T12:31:41.262Z,30.650823,76.692252,30.650923,76.69217,44.77,325,266.5,32,0.48,13.59,2282.1,9.65273,10.86491,9.635866,100,0,0,0,NORMAL,1.9656,1.3582,A,WORLD_BANK,100,A,100
175,2026-07-29T18:01:42.261+05:30,2026-07-29T12:31:42.261Z,30.650923,76.69217,30.65102,76.69209,43.891,325,266.5,32,0.48,13.26,2295.36,9.650378,10.845769,9.634201,101,0,0,0,NORMAL,0.9865,1.3912,A,WORLD_BANK,100,A,100
